#GENE	COV002_endo	COV003_endo	COV004_endo	COV005_endo	COV006_endo	COV007_endo	COV008_endo	COV010_endo	COV011_endo	COV012_endo	COV013_endo	COV014_endo	COV015_endo	COV016_endo
RBMS1	7055	9561	5956	6284	9289	7262	6424	5861	5256	6602	4888	6838	6775	9168
RBMS1P1	153	240	157	195	263	152	205	133	122	165	83	161	135	198
RBMS2	1287	2969	973	1229	1328	1242	1686	1026	938	943	1308	879	744	1337
RBMS2P1	36	29	14	14	21	27	14	18	19	15	14	14	20	21
RBMS3	1262	1942	1118	1383	1796	1349	1344	1664	1405	978	1387	1218	1150	1302
RBMS3-AS1	0	11	27	0	1	0	1	5	2	0	42	0	11	0
RBMS3-AS2	29	0	3	14	82	2	10	15	18	28	29	9	15	6
RBMS3-AS3	72	0	101	42	122	23	52	75	74	51	10	124	118	78
RBMX	11781	13359	11067	8887	12852	12360	12391	15547	11780	11060	11988	12014	11327	12263
RBMX2	572	638	426	504	676	403	548	462	469	404	490	566	357	790
RBMX2P1	1	0	0	0	0	0	0	0	0	0	0	0	14	0
RBMX2P2	1	0	0	0	0	2	0	8	0	0	0	8	21	6
RBMX2P3	12	1	22	8	5	6	0	5	9	2	0	14	9	0
RBMX2P4	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RBMX2P5	6	0	1	0	12	7	1	4	6	4	0	0	18	1
RBMXL1	1268	1815	1106	803	1338	1241	854	1620	1065	812	1468	1173	1058	799
RBMXL2	0	0	17	0	6	3	14	0	8	14	0	7	0	1
RBMXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMXP1	0	0	2	1	0	1	0	0	1	0	1	0	1	0
RBMXP2	10	10	2	4	14	3	12	8	4	9	2	6	8	12
RBMXP4	0	0	9	0	8	5	0	0	16	0	1	0	0	0
RBMY1A1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0	0	0	0	0	5	0
RBMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBMY1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY1KP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBMY2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	7	0	0	0	0	0	0	0	0	0
RBMY2FP	0	0	0	0	1	0	0	0	2	0	0	0	0	0
RBMY2GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2JP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2KP	0	0	0	5	0	2	0	0	0	0	0	0	0	0
RBMY2NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2OP	9	0	12	0	0	0	0	0	1	0	0	0	0	15
RBMY2QP	0	0	0	0	0	0	0	0	0	0	26	3	0	0
RBMY2TP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2UP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2WP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2XP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY2YP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMY3AP	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RBP1	168	5	62	124	33	27	32	22	15	29	27	12	22	23
RBP2	1	0	0	0	0	0	0	0	0	0	4	0	0	0
RBP3	0	0	1	0	0	16	0	0	1	0	8	1	0	1
RBP4	0	0	0	1	0	0	0	0	0	1	1	0	0	0
RBP5	0	13	11	0	3	1	30	6	10	4	3	14	2	4
RBP7	6	4	18	185	1	2	9	1	4	1	11	10	5	2
RBPJ	5967	6575	4741	5026	8353	6613	5267	6900	6170	5732	7655	5585	7076	7594
RBPJL	3	0	0	0	0	3	1	0	4	0	0	0	1	0
RBPJP2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RBPJP5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
RBPJP6	2	0	0	1	0	1	0	0	0	0	0	0	0	0
RBPJP7	0	0	0	0	2	0	0	0	1	0	1	0	0	0
RBPMS	1545	2296	1402	1424	1720	1455	1926	1469	1166	1221	1338	1224	1095	1588
RBPMS-AS1	0	0	7	11	0	31	26	22	12	6	1	8	7	4
RBPMS2	24	1	8	46	18	32	43	10	32	6	29	37	20	51
RBPMS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPMSLP	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RBSN	1245	2279	1185	1341	1259	1232	1773	1441	1404	1798	1147	1503	1101	1791
RBX1	8807	12753	9316	6049	10965	8194	7883	11790	9191	8043	11047	9352	9488	13025
RC3H1	1492	2524	1206	626	1304	1339	1131	1650	1025	1293	880	1054	945	1088
RC3H1-IT1	1	0	1	0	6	1	0	0	2	1	0	0	3	0
RC3H2	4263	6659	4512	4869	5554	4926	5306	5218	5297	6110	3817	5872	3855	5689
RCAN1	1950	2812	1522	1300	1899	2002	1446	1981	1597	1534	1796	1672	1343	2268
RCAN2	0	0	0	2	0	47	60	24	12	11	163	16	3	13
RCAN3	18	0	91	5	57	50	39	24	40	23	16	14	79	37
RCAN3AS	0	3	0	0	7	1	1	2	0	0	6	11	6	7
RCBTB1	3122	1382	2048	1064	3100	3061	2542	3068	1823	1996	2600	2912	2903	2572
RCBTB2	1162	2246	1743	153	1629	2443	1737	3013	1866	1398	2662	1803	1339	2281
RCBTB2P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RCC1	1623	2219	1460	1743	1729	1911	2844	1793	1070	1251	1225	1179	890	1387
RCC1L	1789	3590	1900	3207	2176	2386	3190	2047	1639	1649	1558	1527	1125	1932
RCC2	3215	5311	2656	4831	3150	3352	5006	2940	2287	2801	2369	2661	1987	3170
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RCC2P2	0	0	0	0	0	7	0	0	1	0	0	0	0	0
RCC2P3	11	0	1	0	0	0	5	0	0	0	12	8	1	1
RCC2P4	0	2	0	1	0	0	0	0	0	0	0	0	0	0
RCC2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P6	5	1	2	1	0	3	14	0	5	10	6	2	9	7
RCC2P7	3	0	0	4	1	0	1	2	0	0	1	0	0	0
RCC2P8	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RCCD1	376	787	254	528	427	486	528	494	408	348	559	304	360	658
RCE1	760	2034	851	1796	1004	1077	1362	910	579	645	614	602	540	761
RCHY1	8664	4503	9042	2630	12312	10586	7562	14263	11036	9606	9905	10644	9858	11159
RCL1	1186	914	1038	1788	1312	1459	1743	1492	1157	1124	1283	1254	1030	2030
RCN1	26517	30768	20967	21708	27895	32351	28540	42346	22531	22755	17713	18851	22403	22032
RCN1P1	15	3	3	0	6	3	3	14	12	3	34	0	87	9
RCN1P2	8	7	10	7	13	8	12	3	20	17	2	7	16	14
RCN2	28402	26280	25274	17540	32965	30461	22665	46346	27949	25238	22484	25307	27402	29648
RCN3	7243	18628	7150	10682	7577	8495	11378	8198	5580	7142	5878	5654	4406	5679
RCOR1	1091	1528	471	670	715	760	751	597	579	484	422	612	731	836
RCOR2	0	0	0	0	2	4	0	0	0	0	1	0	4	0
RCOR3	1314	1737	1437	1327	1523	1414	1488	1718	1403	1219	1529	1194	1151	2078
RCSD1	203	310	141	152	172	132	270	197	114	118	95	108	12	127
RCVRN	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RD3	0	0	10	0	0	4	3	0	0	0	0	9	0	0
RD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH10	1512	1471	1059	203	2064	1377	848	2008	1039	1041	1175	1110	1158	1475
RDH10-AS1	3	0	1	0	0	19	0	0	0	0	0	0	0	0
RDH11	7505	11881	6468	6254	8614	8547	8597	8631	7116	6901	5617	7551	6552	8388
RDH12	0	0	0	0	0	0	40	0	4	0	0	1	23	3
RDH13	441	505	328	319	455	419	706	351	311	313	280	258	239	338
RDH14	1438	2896	1296	1249	1929	1886	1448	1612	1381	1434	1553	1549	1545	1909
RDH16	22	0	7	0	0	13	0	0	4	0	2	0	0	0
RDH5	43	0	8	0	17	17	25	5	9	11	4	11	31	17
RDH8	1	0	1	0	0	2	0	0	2	1	9	0	8	1
RDM1	25	0	10	37	0	7	32	9	30	7	17	45	7	6
RDM1P1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RDM1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDM1P3	3	0	0	34	4	0	1	1	0	5	10	11	1	0
RDM1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDM1P5	18	14	10	93	5	24	10	0	32	1	8	20	29	14
RDX	37480	36311	33937	22267	40756	36196	27166	42716	35277	32553	35808	34286	35827	35771
REC114	0	0	0	0	0	0	1	1	2	5	0	0	0	3
REC8	86	75	65	376	94	115	182	55	62	45	56	64	41	131
RECK	1258	2566	1665	1282	2450	2149	1891	2239	1523	1967	1817	2042	2036	2588
RECQL	4414	4484	5108	2982	5983	4441	4376	5592	5652	6215	4120	6091	4330	5882
RECQL4	169	526	175	436	230	232	285	244	124	174	110	181	106	195
RECQL5	526	148	379	289	374	440	618	368	245	275	198	286	220	368
REELD1	0	0	0	2	0	0	6	12	0	1	2	0	0	0
REEP1	26	0	46	29	90	30	55	39	13	43	204	19	12	63
REEP2	26	66	37	1	32	48	91	34	16	19	32	16	30	37
REEP3	6787	5685	6257	4130	9493	7673	5735	8863	6733	6389	6049	6588	6546	7861
REEP4	1405	2425	932	1790	1097	1497	1689	1120	818	922	747	853	604	1070
REEP5	21492	28228	19305	20700	24495	24439	24457	26339	18287	20079	16741	20469	19321	23998
REEP6	162	190	121	333	206	104	271	134	79	112	161	73	85	167
REG1A	13	0	6	0	14	6	0	2	7	0	0	3	0	1
REG1B	0	0	0	0	0	0	0	0	0	0	14	0	0	0
REG1CP	15	0	0	0	0	0	0	0	2	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG4	0	0	2	0	0	1	12	0	20	0	0	38	16	0
REL	200	483	359	416	424	291	443	358	429	371	298	332	189	324
RELA	1794	3579	1270	3346	1855	1983	2613	1648	1176	1162	1374	1145	937	1995
RELA-DT	54	3	82	3	48	80	94	46	29	32	49	63	35	97
RELB	1064	2489	1026	1833	1266	1280	1974	1327	736	1135	661	640	445	932
RELCH	1313	91	1019	1172	934	964	1124	1306	969	788	926	840	1041	1218
RELL1	4181	2524	2096	1936	3404	3493	4025	3951	2596	2666	2016	3132	2786	3520
RELL2	8	37	37	178	53	44	34	37	22	27	14	13	7	32
RELN	93	36	69	21	82	113	117	92	155	42	203	96	33	88
RELT	231	143	217	1048	194	272	433	260	173	148	141	163	135	149
REM1	55	0	28	5	49	19	86	45	40	10	29	24	12	23
REM2	0	0	0	0	9	0	1	5	7	2	0	3	0	13
REN	17	0	16	0	3	24	20	0	14	9	17	22	22	11
RENBP	36	51	42	33	75	61	65	50	36	33	50	20	65	65
REP15	35	0	11	0	13	5	30	39	51	36	0	1	28	30
REPIN1	1295	4071	1050	1842	1234	1462	2015	1335	1040	873	566	955	937	1417
REPS1	829	1014	1149	1865	1302	878	1461	1234	1126	1048	944	1020	839	1263
REPS2	390	252	346	7	342	340	144	452	157	201	176	204	278	394
RER1	6751	14637	6228	9017	6552	7261	9033	6958	5040	5803	5811	5684	3997	7347
RERE	789	1567	679	760	884	853	824	622	611	587	705	573	442	825
RERE-AS1	35	0	10	0	0	2	2	4	5	0	0	2	4	18
REREP1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REREP2Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG	52	11	7	0	0	0	8	0	0	0	17	0	74	11
RERG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RERGL	0	52	0	0	0	4	2	2	22	0	0	0	17	0
RESF1	5100	6979	6656	4742	8898	7275	5906	9854	8169	7144	7242	7905	7494	7457
RESP18	3	0	0	0	10	0	4	0	1	1	14	0	0	2
REST	5322	8066	4993	4120	6097	5445	5407	5514	4506	5373	6157	5033	3681	5639
RET	33	0	0	5	25	11	0	0	2	5	0	0	0	2
RETN	0	0	0	0	0	0	2	0	3	0	0	0	0	0
RETNLB	0	1	1	0	2	0	8	0	0	0	0	0	4	0
RETREG1	50	3	4	1	13	8	18	14	18	8	3	2	22	23
RETREG2	1230	2392	742	1183	876	1279	1255	881	714	562	631	661	756	1173
RETREG3	1577	2586	1531	3539	1504	1639	2480	1444	1082	1169	1133	1192	897	1235
RETSAT	1297	1528	1409	3182	2005	1876	2569	2000	1304	1596	1410	1368	1090	1609
REV1	1768	1191	1272	1043	1389	1430	1808	1403	1426	1322	1241	1285	1184	1861
REV3L	1742	1642	1605	2481	3038	2025	1611	2445	1769	1818	1561	2551	2591	2201
REV3L-IT1	28	2	4	0	10	7	0	0	3	1	3	16	21	8
REX1BD	1233	2778	1134	1994	1300	1440	1955	1241	921	949	1222	869	723	801
REXO1	86	33	40	49	60	79	82	48	41	59	62	71	37	45
REXO1L10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L1P	5	0	3	0	0	2	0	3	0	0	0	0	14	5
REXO1L2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L8P	0	0	2	0	0	0	0	0	0	0	2	0	0	0
REXO1L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO2	9702	17258	8819	11013	10271	9638	10905	9630	8221	8857	9045	9076	8591	12063
REXO4	609	1994	997	292	1098	936	1427	885	654	696	579	778	421	706
REXO5	127	161	131	111	207	164	131	124	86	99	154	148	106	113
RFC1	2587	3471	2718	3106	3846	2763	2960	3595	2819	2472	2199	3592	2857	3821
RFC2	863	3660	1094	1901	1146	1317	1793	1306	789	966	700	802	633	1150
RFC3	1487	2426	1073	507	1368	1097	1162	1776	1301	1132	241	1380	954	1287
RFC3P1	0	0	0	0	17	0	0	0	3	0	0	0	1	5
RFC4	755	519	791	876	925	747	855	936	803	648	749	723	883	981
RFC5	563	1533	536	467	642	604	900	841	559	565	476	478	735	748
RFC5P1	0	0	9	29	0	5	0	3	48	0	0	0	8	8
RFESD	185	54	117	0	179	224	111	301	109	146	375	145	309	195
RFESDP1	0	0	0	0	0	0	0	2	1	0	4	0	0	0
RFFL	259	537	179	216	342	251	324	305	270	350	133	327	154	263
RFK	8505	8712	5723	4454	8460	8589	7283	12036	6703	6730	6638	7256	8858	8528
RFKP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RFKP2	16	0	2	0	0	0	1	4	2	0	29	0	2	7
RFLNA	110	204	65	46	153	91	57	63	76	94	49	40	109	75
RFLNB	3073	5378	2583	3493	2970	2985	3634	2808	2296	2403	2329	2384	2043	3249
RFNG	325	1003	213	308	303	385	374	240	220	236	170	215	211	436
RFPL1	0	0	4	0	0	1	3	2	1	0	8	0	0	0
RFPL1S	60	2	14	21	13	19	8	2	28	0	57	4	24	9
RFPL2	1	0	23	0	0	2	6	1	6	0	6	0	0	0
RFPL3	0	0	3	0	0	0	9	1	4	0	9	0	7	0
RFPL3S	1	1	95	0	7	11	25	21	15	6	31	41	23	0
RFPL4A	8	9	15	0	7	7	9	8	3	2	5	4	7	11
RFPL4AL1	12	19	1	0	1	2	3	0	4	4	5	0	18	4
RFPL4AP1	0	0	0	0	5	0	0	0	1	0	0	1	0	0
RFPL4AP3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RFPL4AP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP6	0	0	0	0	0	0	0	1	0	0	36	0	0	0
RFPL4AP7	0	0	1	0	0	0	0	0	1	0	0	1	0	0
RFPL4B	0	0	0	0	0	0	31	28	19	4	70	11	0	1
RFT1	2080	2295	1563	1424	1909	2015	2310	1924	1981	2112	1967	1600	1568	2307
RFTN1	1974	2832	2222	2587	2442	2085	2743	2196	1620	1808	2235	2380	1761	2564
RFTN1P1	0	1	3	0	0	0	2	0	0	0	0	0	4	0
RFTN2	58	8	205	13	303	288	240	458	154	217	245	148	344	226
RFWD3	832	685	629	586	743	784	838	890	725	662	721	581	426	777
RFX1	13	9	38	24	34	28	49	47	31	11	18	22	30	21
RFX2	253	236	157	192	217	248	203	190	144	248	212	156	177	295
RFX3	845	472	534	119	777	716	456	886	565	776	665	736	891	585
RFX3-AS1	1	19	50	0	2	8	31	17	25	6	9	7	14	23
RFX4	1	1	13	0	1	9	11	2	15	3	17	1	26	9
RFX5	1436	826	1461	1225	1442	1545	2169	1832	1624	1629	953	1353	918	1647
RFX6	72	0	32	0	0	5	16	0	11	0	1	5	0	4
RFX7	1181	1757	776	199	1246	1082	883	1541	844	937	1087	1141	1192	1419
RFX8	22	429	36	13	56	87	91	37	53	97	43	31	44	80
RFXANK	1597	3539	1199	1879	1284	1564	2204	1619	1020	1061	1028	806	829	1390
RFXAP	223	225	147	70	105	187	32	158	134	78	244	65	32	141
RGCC	8713	15730	7910	9437	9958	12183	10473	8198	7201	7945	7429	8463	6274	13010
RGL1	4448	3565	4138	3130	5735	5375	5171	5456	5242	4552	4063	4452	3632	5135
RGL2	1057	1763	698	1092	966	1157	1309	660	611	493	567	583	532	1083
RGL3	14	0	8	3	11	15	5	3	14	2	6	10	1	1
RGL4	2	0	4	0	2	0	2	0	0	2	0	1	0	0
RGMA	5	1	13	0	1	7	4	11	27	0	2	3	0	1
RGMB	1166	1234	883	1065	1544	996	951	1777	1198	815	1677	1245	1014	1323
RGMB-AS1	32	10	9	63	29	30	10	29	43	35	31	54	51	26
RGN	35	344	75	0	40	61	83	55	66	50	70	32	21	18
RGP1	577	191	284	578	470	463	680	597	342	338	394	463	255	619
RGPD1	6	0	5	11	9	0	5	1	4	0	2	3	6	10
RGPD2	41	0	11	9	27	9	13	9	22	25	22	9	6	2
RGPD3	10	31	2	9	10	6	5	5	2	4	14	2	8	36
RGPD4	15	36	12	6	17	12	10	16	27	23	14	10	39	5
RGPD4-AS1	1	1	2	0	6	1	3	1	0	0	3	0	1	1
RGPD5	0	1	0	0	0	0	0	3	0	1	0	5	0	8
RGPD6	0	0	0	0	0	0	0	0	0	0	0	3	0	0
RGPD8	75	17	52	108	27	53	50	40	44	29	59	37	23	13
RGR	0	0	43	0	0	2	20	25	11	0	0	24	16	3
RGS1	40	27	25	23	35	28	23	46	28	33	93	16	46	36
RGS10	1076	2409	1032	1214	1198	1237	1200	875	691	811	968	826	763	1376
RGS11	24	0	9	0	7	14	23	13	7	2	4	13	1	20
RGS12	1295	1579	1131	937	1384	1320	1734	1520	1023	1096	757	1051	748	1460
RGS13	1	1	1	1	0	17	0	10	1	1	26	0	1	0
RGS14	145	295	188	92	149	171	245	188	154	103	172	109	114	124
RGS16	8	1	0	0	4	13	0	9	0	2	34	8	0	8
RGS17	177	90	315	227	661	589	296	500	450	330	188	354	429	430
RGS17P1	0	0	0	0	12	0	0	22	0	1	1	0	0	0
RGS18	3	1	4	11	3	0	2	2	13	1	13	3	6	3
RGS19	1097	1162	829	573	1063	1229	1650	1213	808	785	842	921	667	1258
RGS2	1133	2681	950	1325	988	1016	987	883	945	1008	999	860	938	1551
RGS20	975	1349	598	702	852	616	626	834	531	712	794	849	632	1147
RGS21	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RGS22	70	10	24	57	1	36	15	20	88	5	10	1	106	33
RGS3	28122	47287	23378	34364	24442	34233	38670	25972	18933	24425	18271	18017	13621	27285
RGS4	6435	7623	5029	3504	6433	4675	7153	7586	5458	4307	7121	6528	7974	7086
RGS5	11803	9215	8609	7161	11861	10635	9993	12636	9712	8054	7488	8943	10659	13438
RGS6	62	0	10	0	16	1	7	6	24	9	9	0	34	27
RGS7	6	0	20	0	29	0	41	0	34	11	0	8	127	23
RGS7BP	4	121	8	0	6	22	2	21	35	11	0	19	34	32
RGS8	2	0	3	0	0	0	4	0	0	0	0	5	0	0
RGS9	145	2	47	15	41	79	80	58	56	71	36	55	130	75
RGS9BP	9	0	7	0	0	7	0	3	0	2	0	2	0	1
RGSL1	12	2	11	0	24	4	6	5	13	0	33	6	11	31
RHAG	36	0	7	0	0	7	9	3	4	6	20	2	22	16
RHBDD1	510	202	613	295	599	652	754	668	706	712	558	680	622	755
RHBDD2	2647	4735	2211	2345	2468	3146	4154	2892	1867	2424	1887	1675	1407	2405
RHBDD3	955	2167	998	1359	1317	1389	2168	1107	871	1011	770	869	807	848
RHBDF1	1987	2473	1522	2345	1642	1791	2634	1693	1239	1324	1062	1155	800	1137
RHBDF1P1	25	0	5	0	0	1	1	0	1	0	1	0	1	0
RHBDF2	1511	2612	1369	1159	1551	1829	2611	1784	1221	1311	966	1110	784	1075
RHBDL1	43	0	5	0	3	2	21	1	10	0	5	11	6	2
RHBDL2	80	4	81	143	69	87	84	58	48	77	17	26	29	75
RHBDL3	0	0	15	2	13	3	5	11	7	0	6	10	35	9
RHBG	9	0	7	0	5	0	6	3	8	2	0	1	10	2
RHCE	13	1	1	4	2	9	5	10	2	9	9	12	14	6
RHCG	1	37	0	0	2	1	0	2	1	0	0	0	0	3
RHD	52	71	27	1	2	26	67	44	26	9	3	30	2	28
RHEB	14551	16234	13164	7208	18581	14781	11131	17953	13906	12143	12214	13380	14249	18257
RHEBL1	85	1036	82	139	108	70	140	75	83	84	19	72	72	61
RHEBP1	7	20	3	11	15	7	5	8	6	0	2	1	2	11
RHEBP2	81	173	81	82	105	88	117	90	76	85	78	66	65	116
RHEBP3	9	0	0	0	0	0	7	0	0	0	0	0	1	2
RHEX	0	0	4	0	0	2	0	1	0	0	0	1	25	0
RHNO1	2569	3080	2242	1691	2669	2304	2879	2476	2055	1774	1986	1785	1948	2793
RHO	11	0	1	0	1	3	10	6	3	0	4	3	2	8
RHOA	40991	59994	33342	49603	39075	48494	57574	43850	27871	34098	25621	28988	24698	37147
RHOA-IT1	0	1	3	0	7	11	13	8	3	22	2	7	18	41
RHOB	3739	5602	2403	2200	4359	3676	2678	3170	2945	3264	3181	3325	3098	6342
RHOBTB1	3517	3578	2879	2552	3748	2967	3151	2974	2966	2621	2701	2843	2230	3695
RHOBTB2	220	89	171	283	318	189	412	227	145	193	216	166	126	208
RHOBTB3	12813	13439	8270	10665	15633	10886	10381	15652	10148	9628	9614	10132	11004	15136
RHOC	24629	47648	21673	31161	23950	29582	36555	25222	17088	19765	18609	15349	12886	22147
RHOD	332	99	212	227	310	402	506	291	198	207	193	234	258	224
RHOF	102	226	126	83	68	117	154	137	76	86	74	70	48	59
RHOG	2929	4600	2685	2755	2785	3399	4585	2869	2286	2453	2225	1868	1813	2854
RHOH	6	120	15	1	23	58	13	71	14	6	51	54	74	38
RHOJ	15388	15340	10872	11407	14459	13181	14258	15724	12261	12243	9494	11231	12247	16679
RHOQ	2884	2691	1742	1586	3500	2642	1723	2165	2325	1642	1731	2053	2209	3097
RHOQP1	10	20	13	13	3	24	13	10	14	7	9	31	18	7
RHOQP2	4	7	8	8	4	0	1	4	4	8	8	20	10	8
RHOQP3	3	0	0	1	0	0	0	0	1	0	0	0	0	5
RHOT1	3479	4828	3063	1808	4688	3433	3070	4681	3812	3811	2674	4434	3697	4446
RHOT1P1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RHOT1P2	0	0	0	0	2	0	0	0	0	0	0	1	0	0
RHOT1P3	0	1	0	0	0	0	0	0	0	3	0	1	0	1
RHOT2	2465	4208	2210	3338	2184	2808	3744	2988	1777	2160	2052	1636	1439	1504
RHOU	7	239	6	69	33	18	23	19	7	60	26	32	3	24
RHOV	0	0	2	2	0	7	15	0	2	5	1	2	1	5
RHOXF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1-AS1	0	0	0	0	0	0	9	0	0	0	0	0	0	0
RHOXF1P1	0	1	0	0	19	2	0	0	0	0	0	5	4	5
RHOXF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1P3	2	0	13	0	2	2	2	7	0	0	7	0	7	2
RHOXF2	0	0	0	17	0	1	0	0	20	0	3	0	52	0
RHOXF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHPN1	233	379	233	212	224	309	344	264	232	203	130	119	122	156
RHPN1-AS1	17	0	13	0	44	82	61	54	14	11	0	17	33	30
RHPN2	53	1	103	98	117	236	154	172	87	100	14	99	203	167
RIBC1	37	169	18	1	5	11	54	9	14	16	22	16	4	27
RIBC2	36	1	21	0	13	28	34	11	14	11	3	7	21	17
RIC1	1153	370	906	181	1092	950	1027	1287	768	741	663	1001	983	1153
RIC3	13	1	0	0	3	5	17	0	5	0	1	1	35	62
RIC3-DT	0	0	2	2	2	1	0	0	43	0	1	1	0	3
RIC8A	4600	7829	3828	4779	4806	4965	7590	4848	3508	4084	3279	3308	2629	4307
RIC8B	785	925	607	417	982	924	1068	927	682	923	1028	624	1181	1110
RICTOR	1042	3144	1028	868	1483	1349	788	1228	1477	1093	956	1372	925	1330
RIDA	2201	3865	1809	2250	2376	2339	1612	3698	1353	1530	1778	1331	1944	2553
RIF1	5140	3503	4623	3145	6478	4814	4493	5945	4508	4727	3858	5256	6485	5900
RIIAD1	8	0	0	0	0	0	1	0	0	0	0	3	0	0
RILP	422	470	353	481	453	514	671	508	368	331	401	323	264	388
RILPL1	120	233	96	100	128	83	160	104	104	122	76	65	70	97
RILPL2	932	1089	737	1074	869	891	1040	911	719	807	660	666	497	943
RIMBP2	2	0	13	0	0	0	4	0	3	0	12	0	0	1
RIMBP3	0	0	3	4	0	0	0	0	0	0	0	0	0	1
RIMBP3B	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIMKLA	1	0	10	1	0	2	2	2	5	4	0	16	7	5
RIMKLB	5058	1730	4021	4062	5771	3234	3711	6262	4606	4110	3340	4459	5655	5869
RIMKLBP1	11	7	6	13	6	16	18	8	11	13	3	6	2	34
RIMKLBP2	0	30	6	0	12	15	3	3	12	5	2	26	34	9
RIMS1	60	41	10	0	5	0	0	7	42	1	17	41	49	4
RIMS2	20	2	41	0	22	34	7	10	44	5	213	22	129	20
RIMS3	25	3	10	0	13	11	2	12	4	5	2	6	8	2
RIMS4	0	0	0	0	0	0	0	0	1	0	0	0	1	0
RIN1	54	223	119	57	110	114	231	134	74	64	109	56	74	115
RIN2	7241	10035	5471	4662	8676	7799	6592	8941	5347	4767	5053	5355	7016	7138
RIN3	62	86	101	138	31	96	145	124	66	66	82	53	38	80
RING1	409	315	155	306	209	168	267	204	143	101	138	155	135	221
RINL	193	37	89	341	174	228	188	229	81	106	68	133	125	106
